X_C1,X_C3,X_C4,X_F,E_ANT,E_PiC,X_H,halflife_hours,tw_delta_psi_h,tw_atp_h,success
13230.19187031523,1063777.5651449466,0.014626847492033322,914.2034499550285,0.24655431321314186,4327250.448841832,1213.7932021920956,4.70956690154248,66.68456375838926,13.53020134228188,True
10792.523731776091,832040.190454332,0.008309587326647192,1668.0907077983443,0.3190116746925403,5249309.922144254,379.6419635078145,4.274643991763929,64.75167785234899,11.59731543624161,True
5822.529804666654,708785.1690110301,0.017765415502580973,967.3940646625946,0.36502872563747135,6107949.229501099,927.4920613962972,5.402464478806699,79.24832214765101,16.42953020134228,True
11664.737945115074,1302086.5549961696,0.010063452563512333,1117.6045910979772,0.3411721003652357,4895384.18314645,1651.2634367962046,2.2262070758307098,29.95973154362416,6.76510067114094,True
10395.161585599342,1086261.325458287,0.01736785510848081,980.9271947808223,0.33590735193994437,3838565.4106552773,603.3386054417474,10.274762219413997,,29.95973154362416,True
11940.372637175218,1280661.2992236402,0.00959717424684559,1201.7845012509724,0.3093498045275767,3509310.818510158,761.4172215388104,3.3884155104843554,49.288590604026844,9.66442953020134,True
11062.172182144252,1068918.662375561,0.009119415074705713,1154.8984333403002,0.2845973935734578,4396395.264521036,2121.7279562914714,9.098689939862691,115.97315436241611,23.19463087248322,True
8570.983302115194,1402186.5330174896,0.0075018645467249375,712.3527254287585,0.3595248571196438,5120940.882621024,832.2193390859713,2.456080553083564,34.79194630872483,7.731543624161074,True
7070.264478059533,847374.2226281035,0.019825554440054845,485.1600505448187,0.3025399899309353,3081650.0235286495,1323.8553961457765,3.122248726103178,44.45637583892618,8.697986577181208,True
11390.156571130272,678478.9056844495,0.007986679252126462,1874.252939824627,0.2523344453958963,5735633.742146724,554.8572495914855,12.234014006079631,,29.95973154362416,True
7994.265698012429,805157.6847642726,0.010760326033293535,851.1014153537799,0.2393639219340048,6516822.620989984,916.7998689351889,2.784406255003467,39.624161073825505,7.731543624161074,True
10660.361096416478,1131135.3779841429,0.010640610497851803,869.9432676589721,0.3334280493007716,3588325.303329268,1238.603410730684,8.360959230883775,115.00671140939598,22.22818791946309,True
11809.991774019056,732975.1515596134,0.015807680147372875,1397.0563814549798,0.29807315167011295,5624062.827806747,1040.3434175345335,6.0911996898171905,86.97986577181209,18.36241610738255,True
10571.851061992937,463922.63508943876,0.011488506307644525,885.3664311753153,0.27519641690210983,3792427.3074494554,2005.291001225686,15.908734895834662,,38.65771812080536,True
10344.67965141576,855432.1461572634,0.013885512293568408,2389.6551261554405,0.40112561279494147,3960777.0113402987,1029.117839231922,7.665595940448756,109.20805369127517,22.22818791946309,True
7310.881714280844,1187563.2122103344,0.008784190502494753,1251.2330678693993,0.3315538912965718,4460364.45877619,640.6911038327239,1.536044808996937,22.22818791946309,4.83221476510067,True
9491.512694233234,1015455.8442463111,0.005891950373778194,749.4293008623919,0.38143459500392574,4873866.391497646,872.5161685187657,4.597845423824126,61.852348993288594,12.563758389261746,True
